codigo_med,nombre_med,formaf,tipomed
42103,PLACA EN T 4.5 MM DE 7 AGUJEROS PARA TIBIA  UNIDAD UNIDAD,UNIDAD,I
20706,TUBO DE ASPIRACION TRANSPARENTE 5/16 X 7/16 X 1 m   UNIDAD,UNIDAD,I
50926,KETOCONAZOL USP  X 500 g UNIDAD,UNIDAD,I
40850,GUANTE QUIRURGICO ESTERIL DESCARTABLE DE POLIISOPRENO SINTETICO (IR) SIN POLVO ANTIVIRAL N° 6 ½   UNIDAD,UNIDAD,I
22449,CANULA VENOSA RECTA Nº 14   UNIDAD,UNIDAD,I
33859,FRASCO DE VIDRIO X 1 L   UNIDAD,UNIDAD,I
19961,PLACA DCP RECTA PESADA (ESTRECHA) DE 10 AGUJEROS X 4.5 mm   UNIDAD,UNIDAD,I
35509,FRESA PARA CRANEOTOMO DE ACERO PARA CORTE PEDIATRICO DE 1.5 mm X 13.1 mm   UNIDAD,UNIDAD,I
32539,COLLARIN CERVICAL DESCARTABLE PARA NIÑO   UNIDAD,UNIDAD,I
42037,FORMULA ENERGETICA  450 g UNIDAD,UNIDAD,I
43119,PAPEL TOALLA HOJA SIMPLE NATURAL  200 m UNIDAD,UNIDAD,I
50076,ANCLA DE SUTURA 3.5 mm X 6.5 mm   UNIDAD,UNIDAD,I
39067,FORMULA LACTEA PARA CRECIMIENTO  900 g UNIDAD,UNIDAD,I
11305,TEST DE HORMONA TIROXINA T4 LIBRE  100 DET KIT,KIT,I
12757,SOLUCION TURK  500 mL SOLUCION,SOLUCION,I
38429,CONECTOR DE TITANIO CON BARRA TRANSVERSAL DE 3.2 mm y DE 60 mm LONGITUD   UNIDAD,UNIDAD,I
15102,"AGUJA DE PUNCION LUMBAR 27 G X 3 1/2""   UNIDAD",UNIDAD,I
39101,GLICINA (ACIDO AMINOACETICO) 1.5% x 3000 mL   SOLUCION,SOLUCION,I
42824,LINEA + JERINGA DESCARTABLE DE 10 mL PARA BOMBA PERFUSORA   UNIDAD,UNIDAD,I
23622,"CATETER ENDOVENOSO PERIFERICO Nº 20 G X 1 1/2""   UNIDAD",UNIDAD,I
45225,AGUA ULTRAPURA LIBRE DE ADNASA Y ARNASA X 500 mL   UNIDAD,UNIDAD,I
40346,APOSITO DE ESPUMA HIDROFILICA (POLIURETANO) PARA TALON 22.5 cm x 22.5 cm   UNIDAD,UNIDAD,I
39494,FORMULA ALIMENTICIA INFANTIL HIPOALERGENICA  400 g POLVO,POLVO,I
41089,ANOSCOPIO DESCARTABLE PEDIATRICO   UNIDAD,UNIDAD,I
41463,PAÑO ABSORBENTE   UNIDAD,UNIDAD,I
35132,SET DE CLAVO ENDOMEDULAR DE ACERO QUIRURGICO BLOQUEADO PARA FEMUR X 9 PIEZAS   UNIDAD,UNIDAD,I
16829,PAÑAL DESCARTABLE TIPO CALZON PARA NIÑO TALLA PEQUEÑO   UNIDAD,UNIDAD,I
33357,BOTA DESCARTABLE ANTIDESLIZANTE   PAR,PAR,I
37996,DETERGENTE GRANULADO  15 kg UNIDAD,UNIDAD,I
23528,PLACA DE SOPORTE EN T DE 05 AGUJEROS   UNIDAD,UNIDAD,I
22425,ALGINATO (USO DENTAL)  454 g (1 lb) UNIDAD,UNIDAD,I
49683,CLORHIDRATO DE HIDROXILAMINA P.A. X 50 g   UNIDAD,UNIDAD,I
22995,YESO PIEDRA EXTRADURO (USO ODONTOLOGICO)  1 Kg UNIDAD,UNIDAD,I
51037,SONDA VESICAL 2 VIAS DESCARTABLE Nº 8 CON BALON 5 mL   UNIDAD,UNIDAD,I
40535,ESCARIADOR SET DEL 45 - 80 (2da SERIE) DE 25 mm   UNIDAD,UNIDAD,I
20990,PLACA DCP RECTA LIVIANA ESTRECHA DE 6 AGUJEROS X 4.5 mm   UNIDAD,UNIDAD,I
37675,TREPANO CORNEAL BARRON DESCARTABLE 7.00 mm   UNIDAD,UNIDAD,I
24500,TORNILLO DE TITANIO 2.0 mm X 5.5 mm   UNIDAD,UNIDAD,I
30412,PROTESIS DE MANO COSMETICA DERECHA PARA DAMA COLOR BEIGE   UNIDAD,UNIDAD,I
33844,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIPROPILENO DE 0.5 mL SIN ADITIVO   UNIDAD,UNIDAD,I
30599,VALVULA DE DERIVACION VENTRICULO PERITONEAL DE PRESION PROGRAMABLE ADULTO   UNIDAD,UNIDAD,I
23502,PLACA DCP RECTA LIVIANA ESTRECHA DE 11 AGUJEROS X 3.5 mm   UNIDAD,UNIDAD,I
40935,SUTURA POLIGLECAPRONE MONOFILAMENTO 3/0 C/A 3/8 CIRCULO CORTANTE 19 mm x 70 cm   UNIDAD,UNIDAD,I
30316,EXTENSOR DE CODO SEMIRIGIDO ADULTO   UNIDAD,UNIDAD,I
27543,CATETER DE DRENAJE TORAXICO 20 FR + TROCAR   UNIDAD,UNIDAD,I
27680,SUSTITUTO DE DURAMADRE 6 cm X 14 cm   UNIDAD,UNIDAD,I
18369,CANULA PARA TRAQUEOSTOMIA Nº 4 X 36 mm   UNIDAD,UNIDAD,I
30834,DESINFECTANTE DESINCRUSTANTE Y ESTERILIZANTE DE MAQUINA PARA HEMODIALISIS A BASE DE ACIDO PERACETICO  5 L SOLUCION,SOLUCION,I
34197,PROTEINAS TOTALES Y FRACCIONADAS  100 DET KIT,KIT,I
32951,REACTIVO DE FOSFORO  1 DET KIT,KIT,I
36129,KIT DE 1 JERINGA INSUFLADORA 50 mL ALTA PRESION + MANOMETRO   UNIDAD,UNIDAD,I
19863,CAMPO QUIRURGICO ANTIMICROBIANO 56 cm X 45 cm   UNIDAD,UNIDAD,I
29026,TORNILLO ESPONJOSO 3.5 mm X 8 mm   UNIDAD,UNIDAD,I
27913,SONDA VESICAL TIPO FOLEY SILICONADA 2 VIAS Nº 12   UNIDAD,UNIDAD,I
31409,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIPROPILENO DE 6 mL CON ACTIVADOR DE COAGULO   UNIDAD,UNIDAD,I
29068,CATETER BALON DILATADOR DE ESOFAGO COLON 10 mm - 11 mm - 12 mm DE DIAMETRO X 5.5 cm DE 7 FR X 230 cm   UNIDAD,UNIDAD,I
54918,ANTICUERPO ANTI VIRUS RESPIRATORIO INMUNOFLUORESCENCIA (IIFI) - X 10 DETERMINACIONES KIT,KIT,I
54562,SILDENAFILO 20 mg - TABLETA,TABLETA,M
28754,PROLONGADOR DE CATETER PARA DIALISIS PERITONEAL 32 cm   UNIDAD,UNIDAD,I
54171,SOLUCION PARA DIALISIS PERITONEAL 1.5% 6 L SOLUCION,SOLUCION,M
42142,MALATHION 57% (O-DIMETIL-FOSFORODITIONATO DE DIETILMERCAPTO) LIQUIDO  1 L UNIDAD,UNIDAD,I
27434,TORNILLO DE BLOQUEO 5.0 mm X 34 mm   UNIDAD,UNIDAD,I
27867,TORNILLO DESLIZANTE DE 4.5 mm ROSCA 60 mm   UNIDAD,UNIDAD,I
30466,CANULA PARA TRAQUEOSTOMIA Nº 8 EXTRA LARGA CON BALON   UNIDAD,UNIDAD,I
41911,FRESA PARA CRANEOTOMO REDONDA DE 8 CANALES DE 5.0 mm X 6.03 cm   UNIDAD,UNIDAD,I
43418,SUTURA ACIDO POLIGLACTIN 2/0 C/A 1/2 CIRCULO REDONDA 40 mm x 70 cm   UNIDAD,UNIDAD,I
37288,SET DE DILATADORES RENALES DE AMPLATZ X 19 PIEZAS   SET,SET,I
27942,TUBO DE VIDRIO 12 mm X 75 mm   UNIDAD,UNIDAD,I
33953,MINIPLACA DE TITANIO RECTA 10 ORIFICIOS SISTEMA 1.5 mm   UNIDAD,UNIDAD,I
51566,CIRCUITO CORRUGADO DE VENTILADOR MECANICO CON TRAMPA H20   UNIDAD,UNIDAD,I
43604,INYECTOR DE ESTERILIZADOR A VAPOR   UNIDAD,UNIDAD,I
24972,GASA FRACCIONADA ESTERIL 45 cm X 45 cm DE 4 PLIEGUES X 5 UNI   UNIDAD,UNIDAD,I
35019,VACUNA CONTRA EL SARAMPION Y LA RUBEOLA (SR)  1 DOSIS INYECTABLE,INYECTABLE,M
33683,TORNILLO DE TITANIO PARA REDUCCION DE CIERRE 5.5 mm X 30 mm   UNIDAD,UNIDAD,I
40804,GEL DE NUPREP PARA IMPEDANCIA PARA ELECTROENCEFALOGRAMA X 114 g   UNIDAD,UNIDAD,I
33019,BROCA 2.5 mm X 125 mm   UNIDAD,UNIDAD,I
38439,TORNILLO DE COMPRESION SIN CABEZA CANULADO AUTOPERFORANTE ROSCA TOTAL 3.5 mm x 3.6 mm x 18 mm   UNIDAD,UNIDAD,I
15664,CATETER MULTIPROPOSITO CON PERFORACION 5 FR X 80 cm   UNIDAD,UNIDAD,I
21893,RECARGA DE GRAPADORA ENDOSCOPICA VASCULAR DE 45 mm X 3.5 mm   UNIDAD,UNIDAD,I
33698,CHALECO MANGA CORTA ELASTICA TALLA N° 10   UNIDAD,UNIDAD,I
12564,TORNILLO CORTICAL 4.5 mm X 34 mm   UNIDAD,UNIDAD,I
39653,ASA DE POLIPECTOMIA OVALADA DE 30 mm x 230 cm DESCARTABLE   UNIDAD,UNIDAD,I
17052,"SONDA VESICAL TIPO FOLEY 3 VIAS Nº 20 F, BALON 75 mL   UNIDAD",UNIDAD,I
38724,CLOBETASOL PROPIONATO USP  1 g UNIDAD,UNIDAD,I
30603,GLICERINA Q.P.  1 L SOLUCION,SOLUCION,I
39790,ASA LEEP 20 mm X 20 mm   UNIDAD,UNIDAD,I
37694,ENDOPROTESIS PANCREATICA 5 FR X 5 cm   UNIDAD,UNIDAD,I
23973,CATETER GUIA PARA ANGIOPLASTIA XB 6FR   UNIDAD,UNIDAD,I
29000,RETRACTOR DE HERIDAS RIGIDO DESCARTABLE TALLA XXL   UNIDAD,UNIDAD,I
38201,PLANTILLA ORTOPÉDICA TALLA L   PAR,PAR,I
31515,SOLUCION SALINA ESTERIL  1 L SOLUCION,SOLUCION,I
38449,"ANTICUERPO MONOCLONAL PARA CITOQUERATINA 20 (KS 20,8) x 7 mL   UNIDAD",UNIDAD,I
19311,CLORHEXIDINA GLUCONATO + ALCOHOL ETILICO 1 % + 61 % W/W 500 mL SOLUCION,UNIDAD,I
36506,TORNILLO ESPONJOSO ROSCA PARCIAL 4.0 mm X 16 mm	   UNIDAD,UNIDAD,I
42294,APOSITO TRANSPARENTE IMPERMEABLE 6.5 cm X 7 cm   UNIDAD,UNIDAD,I
37591,TORNILLO DE TITANIO AUTOPERFORANTE 2.0 mm X 5 mm   UNIDAD,UNIDAD,I
23214,COLORANTE GIEMSA  25 g UNIDAD,UNIDAD,I
43732,CATETER BALON PARA ANGIOPLASTIA PERIFERICA 7 mm X 40 mm DE 5 FR X 135 cm   UNIDAD,UNIDAD,I
22544,GRAPADORA QUIRURGICA LINEAL CORTANTE PARA CIRUGIA ABIERTA 75 mm PARA TEJIDO GRUESO   UNIDAD,UNIDAD,I
19960,PLACA DCP RECTA LIVIANA (ESTRECHA) DE 08 AGUJEROS X 4.5 mm   UNIDAD,UNIDAD,I
46837,BROCA 3.2 mm DE DIAMETRO X 250 mm   UNIDAD,UNIDAD,I
26183,GUIA PARA TUBO ENDOTRAQUEAL ADULTO   UNIDAD,UNIDAD,I
22453,SUTURA DE POLIPROPILENO AZUL MONOFILAMENTO 7/0 C/A 3/8 CIRCULO REDONDA 9.3 mm X 75 cm   UNIDAD,UNIDAD,I
32147,CAMPO QUIRURGICO ESTERIL DESCARTABLE 46 cm X 56 cm   UNIDAD,UNIDAD,I
1713,CELECOXIB 200 mg  TABLETA,TABLETA,M
45476,BRAZALETE DESCARTABLE PEDIATRICO 1 LUMEN N° 4 PARA MONITOR MULTIPARAMETROS   UNIDAD,UNIDAD,I
25452,AGUJA DE AMNIOCENTESIS CON TUBO CENTIMETRADO DESCARTABLE Nº 21 G X 150 mm   UNIDAD,UNIDAD,I
36236,PLACA DCS 95° 16 AGUJEROS   UNIDAD,UNIDAD,I
30618,PLACA DE COMPRESION Y BLOQUEO ANCHA DE LCP DE 12 AGUJEROS X 4.5 mm   UNIDAD,UNIDAD,I
4036,IBUPROFENO 800 mg  TABLETA,TABLETA,M
39296,INTRODUCTOR FEMORAL CON CUBIERTA HIDROFILICA 10 FR x 75 cm   UNIDAD,UNIDAD,I
22122,CATETER PERCUTANEO CON INTRODUCTOR PELABLE 1 FR X 20 cm   UNIDAD,UNIDAD,I
32015,PLACA LCP DE 8 AGUJEROS 3.5/4.5 mm PARA TIBIA PROXIMAL DERECHA   UNIDAD,UNIDAD,I
39971,CATETER BALON PARA ANGIOPLASTIA PERIFERICA 3 FR x 120 mm x 135 cm   UNIDAD,UNIDAD,I
40393,FORMULA SIN LACTOSA DE SOYA  400 g POLVO,POLVO,I
38944,FUNDA DE SILICONA PARA PROTESIS DE MIEMBRO INFERIOR TRANSFEMORAL TALLA M   UNIDAD,UNIDAD,I
49998,POLICARBONATO PARA CONSERVAR CRIOVIALES 5.25 X 5.25 X 81   UNIDAD,UNIDAD,I
44204,METILFENIDATO CLORHIDRATO (TABLETA LIBERACION MODIFICADA) 36 mg  TABLETA,TABLETA,M
38812,"TUBO DE LATEX PARA LIGADURA Y EXTENSION 1/2 "" x 3/32 "" x 15 m   UNIDAD",UNIDAD,I
43485,CINTA DE CONTROL DE ESTERILIZACION A CALOR SECO 1.9 cm X 50 m   UNIDAD,UNIDAD,I
39072,LINEA PARA BOMBA INFUSORA CON ENTERALES   UNIDAD,UNIDAD,I
15687,CATETER PIGTAIL N° 5.5 F X 100 cm   UNIDAD,UNIDAD,I
41882,CAJA DE POLIETILENO DESCARTABLE PARA MATERIAL PUNZO CORTANTE X 1 L  UNIDAD UNIDAD,UNIDAD,I
11333,IONOMERO DE VIDRIO AUTOCURABLE PARA BASE  12.5 g/8.5 mL (POLVO + LIQUIDO)   KIT,KIT,I
12542,TORNILLO CORTICAL 3.5 mm X 24 mm   UNIDAD,UNIDAD,I
33630,MEDIO DE HEMOCULTIVO CON REMOVEDOR DE ANTIBIOTICO EN FRASCO PEDIATRICO   UNIDAD,UNIDAD,I
31633,IMPLANTE DE CRANEO FACIAL   UNIDAD,UNIDAD,I
19744,FRESA DE DIAMANTE DE ALTA VELOCIDAD CILINDIRCA MEDIANA   UNIDAD,UNIDAD,I
33335,PINZA PARA EXTRACCION DE CUERPO EXTRAÑO 2.3 mm X 160 cm TIPO FORCEPS DIENTE DE COCODRILO   UNIDAD,UNIDAD,I
40343,CLAVO KIRSCHNER 1.6 mm X 150 mm DOBLE PUNTA   UNIDAD,UNIDAD,I
30327,EXTENSOR DE MUÑECA CON ALUMINIO PARA ADULTO   UNIDAD,UNIDAD,I
25714,"MINIPLACA DE TITANIO ""L"" A LA DERECHA DE 7 ORIFICIOS SISTEMA DE 1.5 mm   UNIDAD",UNIDAD,I
35145,ELECTRODO TIPO COPA DE ORO CON CABLE 1.50 m PARA EQUIPO DE ELECTROENCEFALOGRAFIA   UNIDAD,UNIDAD,I
50226,FORMULA ELEMENTAL ESPECIALIZADA CON GLUTAMINA Y ARGININA  42.75 g POLVO,POLVO,M
24169,TORNILLO CORTICAL 2.7 mm X 22 mm   UNIDAD,UNIDAD,I
36175,FENILCETONURIA (PKU) NEONATAL  1 DET KIT,KIT,I
36262,PINZA DE BIOPSIA PARA ENDOSCOPIA SIN AGUJA 2.8 cm X 160 cm DESCARTABLE   UNIDAD,UNIDAD,I
52167,SISTEMA PARA IDENTIFICACION + ANTIFUNGIGRAMA PARA LEVADURAS X 20 DETERMINACIONES   UNIDAD,UNIDAD,I
45922,ESPARADRAPO HIPOALERGENICO DE PAPEL 3 in X 10 yd X 4 CORTES   UNIDAD,UNIDAD,I
34608,"CONECTOR RECTO 1/4"" X 3/8"" SIN LUER   UNIDAD",UNIDAD,I
34532,PROTESIS TOTAL DE CADERA CEMENTADA DE REVISION   UNIDAD,UNIDAD,I
23739,"AGUJA ESPINAL DESCARTABLE 25 G X 3 1/2""   UNIDAD",UNIDAD,I
36575,FRASCO DE VIDRIO COLOR AMBAR CON TAPA 30 mL   UNIDAD,UNIDAD,I
37395,ANTICUERPO ANTI CITOMEGALOVIRUS IgG  1 DET KIT,KIT,I
55206,GRAPADORA CIRCULAR CURVA DESCARTABLE PARA HEMORROIDES - X 33 mm UNIDAD,UNIDAD,I
21284,MICROTUBO CON TAPA CONICO GRADUADO 1.5 mL   UNIDAD,UNIDAD,I
35296,CIRCUITO DE PRESION POSITIVA CONTINUA (CPAP) NASAL N° 7.5   UNIDAD,UNIDAD,I
20605,ALCOHOL ETILICO (ETANOL) ABSOLUTO P.A. 99.8 % 4 L SOLUCION,SOLUCION,I
40340,CEPA KLEBSIELLA PNEUMONIAE ATCC 700603   UNIDAD,UNIDAD,I
24248,CATETER VENTRICULAR IMPREGNADO BARIO 23 cm   UNIDAD,UNIDAD,I
29620,PROTESIS DE  CADERA   UNIDAD,UNIDAD,I
27755,CATETER VENOSO CENTRAL DOBLE LUMEN DE LARGA PERMANENCIA PARA HEMODIALISIS 14.5 FR X 40 cm   UNIDAD,UNIDAD,I
38943,FUNDA DE SILICONA PARA PROTESIS DE MIEMBRO INFERIOR TRANSFEMORAL TALLA L   UNIDAD,UNIDAD,I
46891,KIT INTRODUCTOR PARA CATETER PERCUTANEO 8.5 FR X 92 cm PUNTA FLEXIBLE X 17 cm   UNIDAD,UNIDAD,I
45930,ALMOHADILLA DE GEL DE POLIMERO PARA POSICIONAMIENTO Y PROTECCION DE BRAZO  6 cm X 15 cm X 51 cm UNIDAD,UNIDAD,I
19335,MODELINA DE BAJA FUSION PARA IMPRESION (USO DENTAL) X 12   UNIDAD,UNIDAD,I
52834,ANTICUERPO MONOCLONAL PARA CD 56  6 mL UNIDAD,UNIDAD,I
47984,CATETER BALON PARA ANGIOPLASTIA TRANSLUMINAL PERCUTANEA RECUBIERTO CON PACLITAXEL 2.5 mm X 150 mm DE 4 FR X 150 cm   UNIDAD,UNIDAD,I
26768,DISCO DE SENSIBILIDAD DE LINCOMICINA 2 ug 50 DISCOS UNIDAD,UNIDAD,I
41799,SISTEMA DE PLACA DE BLOQUEO DE RADIO DISTAL DE ANGULO VARIABLE 2.4 mm DE 4 AGUJEROS   UNIDAD,UNIDAD,I
39436,PRECINTO DE SEGURIDAD 3 cm x 4 cm CON INDICADOR PARA ESTERILIZACION A VAPOR x 1000 UNIDADES   UNIDAD,UNIDAD,I
22395,DISCO DE SENSIBILIDAD DE CEFOPERAZONA 75 ug 50 DISCOS UNIDAD,UNIDAD,I
43632,SUJETADOR DE TELA HIPOALERGENICA CON TIRAS DE SILICONA DE 80 cm PARA SONDA O CATETER   UNIDAD,UNIDAD,I
31506,KIT DE ACCESO A CIRUGIA LAPAROSCOPICA 5 mm Y 11 mm SEPARADOR OPTICO CON HELICE SECUENCIAL X 6 PIEZAS   KIT,KIT,I
33283,ESPONJA DE ESPUMA DE POLIURETANO IMPREGNADA CON GLUCONATO DE CLORHEXIDINA 2% + ALCOHOL ISOPROPILICO 70%   UNIDAD,UNIDAD,I
15154,"AGUJA HIPODERMICA DESCARTABLE N° 18 G X 1/2""   UNIDAD",UNIDAD,I
38318,CLAVO DE TITANIO INTRAMEDULAR ELASTICO 2.5 mm x 450 mm   UNIDAD,UNIDAD,I
19904,CANULA VENOSA RECTA Nº 20   UNIDAD,UNIDAD,I
28958,TIPS 45º TORSIONAL KELMAN 0.9 mm PARA EQUIPO FACOEMULSIFICADOR   UNIDAD,UNIDAD,I
48134,ANTICUERPO MONOCLONAL PARA GATA 3  6 mL UNIDAD,UNIDAD,I
26354,TUBO CONICO DE PLASTICO 15 mL   UNIDAD,UNIDAD,I
22417,"ESPONJA NEUROQUIRURGICA 1/2"" X 1 1/2"" X 10   UNIDAD",UNIDAD,I
11251,EQUIPO DE ASPIRACION PORTATIL X 400 mL (HEMOSUC)   UNIDAD,UNIDAD,I
8082,GLICERINA ADULTOS   SUPOSITORIO,SUPOSITORIO,M
2941,SIMETICONA 40 mg  TABLETA,TABLETA,M
11498,OXIDO DE ZINC 45 g/100 mg  POLVO,POLVO,I
44852,ASPIRADORA DE SECRECIONES   UNIDAD,UNIDAD,I
46224,GLUTARALDEHIDO 2 g/100 mL 4 L SOLUCION,SOLUCION,I
31737,PRUEBA RAPIDA PARA HEPATITIS A IgM  30 DET KIT,KIT,I
5562,PRAMIPEXOL 250 ug  TABLETA,TABLETA,M
53322,PLACA BLOQUEADA LC DCP ANCHA 4.5 mm DE 16 AGUJEROS   UNIDAD,UNIDAD,I
39080,FORMULA POLIMERICA SIN LACTOSA ADULTO  850 g POLVO,POLVO,I
38300,HIERRO POLIMALTOSA 100 mg  TABLETA,TABLETA,M
52265,ELECTRODO DE VAPORIZACION BIPOLAR PARA RESECTOSCOPIO 24 FR   UNIDAD,UNIDAD,I
4480,LOPINAVIR + RITONAVIR 133.3 mg + 33.3 mg  TABLETA,TABLETA,M
32980,CALDO SELENITO CISTINA  500 g SOLUCION,SOLUCION,I
54490,SUTURA DE POLIESTER TRENZADO VERDE 2/0 C/DOBLE AGUJA C/ALMOHADILLA DE TEFLON 1/2 CIRCULO REDONDA - 26 mm X 90 cm UNIDAD,UNIDAD,I
37049,CANULA DE ASPIRACION MANUAL ENDOUTERINA DESCARTABLE 10 mm   UNIDAD,UNIDAD,I
48675,TAMBOR DE ACERO INOXIDABLE PARA ALGODON 10 cm X 10 cm   UNIDAD,UNIDAD,I
39838,ASA DE CORTE MONOPOLAR PARA RESECTOSCOPIO 24 CHARR   UNIDAD,UNIDAD,I
38889,BROCA DE 3.5 mm DE DIAMETRO x 100 mm   UNIDAD,UNIDAD,I
27878,TORNILLO DE BLOQUEO 3.5 mm X 50 mm   UNIDAD,UNIDAD,I
10004,ACEITE DE INMERSION  PARA MICROSCOPIA  250 mL UNIDAD,UNIDAD,I
29419,FERULA DE MIEMBRO INFERIOR ABDUCTOR DE CADERA   UNIDAD,UNIDAD,I
42598,PROTOTIPO BIOMEDICO CRANEO COMUN EFECTO ESPEJO   UNIDAD,UNIDAD,I
19651,CAPSULA DE GELATINA DURA PARA PRODUCTOS FARMACEUTICOS Nº 1   UNIDAD,UNIDAD,I
29366,CATETER BALON DILATADOR DE ESOFAGO 10 mm - 11 mm - 12 mm DE DIAMETRO X 5.5 cm X 180 cm   UNIDAD,UNIDAD,I
42932,PLACA DE COMPRESION Y BLOQUEO ANCHA DE LCP 13 AGUJEROS X 4.5 mm  UNIDAD UNIDAD,UNIDAD,I
33979,FILTRO HUMIDIFICADOR PARA VENTILADOR MECANICO PEDIATRICO   UNIDAD,UNIDAD,I
35076,SUTURA SEDA NEGRA TRENZADA 5/0 C/A 1/2 CIRCULO REDONDA 17 mm X 75 cm   UNIDAD,UNIDAD,I
24032,COLLARIN CERVICAL SEMIRIGIDO PARA ADULTO   UNIDAD,UNIDAD,I
24668,SUTURA LINO MULTIEMPAQUE 3/0 S/A 10 HEBRAS X 75 cm   UNIDAD,UNIDAD,I
33688,CHALECO MANGA LARGA ELASTICA TALLA N° 6   UNIDAD,UNIDAD,I
17468,TUBO OROFARINGEO (TUBO DE MAYO) N° 000   UNIDAD,UNIDAD,I
18635,TRICLABENDAZOL 250 mg  TABLETA,TABLETA,M
51848,BARRA DE FIJACION ESTERNAL 14 in   UNIDAD,UNIDAD,I
36963,ENCAJE DE RESINA DE SOCKET ARRIBA DE RODILLA PARA PROTESIS   UNIDAD,UNIDAD,I
16783,MASCARILLA DE PROTECCION RESPIRATORIA RECTA DESCARTABLE CON VISOR PROTECTOR   UNIDAD,UNIDAD,I
39805,CANULA DE ASPIRACION SUB RETINAL 27 GA   UNIDAD,UNIDAD,I
22550,VALVULA DE SILICONA INTRAPIRAMIDAL PARA TROCAR DE CIRUGIA LAPAROSCOPICA DE 10 mm-12.5 mm DE DIAMETRO   UNIDAD,UNIDAD,I
50968,ANTICUERPO MONOCLONAL C-MYC (9E10) X 1 mL   UNIDAD,UNIDAD,I
45870,CANULA PARA TRAQUEOSTOMIA  SIN BALON  N° 4.5 UNIDAD,UNIDAD,I
24589,OXIGENADOR DE MEMBRANA CON RESERVORIO CARDIOTOMIA INFANTIL   UNIDAD,UNIDAD,I
24126,RETRACTOR DE HERIDAS RIGIDO DESCARTABLE TALLA M   UNIDAD,UNIDAD,I
21099,SUTURA POLIPROPILENO AZUL MONOFILAMENTO 4/0 C/2A 1/2 CIRCULO REDONDA 17 mm X 75 cm   UNIDAD,UNIDAD,I
16779,MASCARA DE ANESTESIA Nº 2   UNIDAD,UNIDAD,I
20548,PLACA ANGULADA DHS 135º X 5 AGUJEROS   UNIDAD,UNIDAD,I
23255,SUTURA NAILON NEGRO MONOFILAMENTO 4/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 45 cm   UNIDAD,UNIDAD,I
28879,PUNTA DESCARTABLE DE RADIOFRECUENCIA 90º X 3.75 mm   UNIDAD,UNIDAD,I
22975,SUTURA ACIDO POLIGLACTIN 3/0 C/A 1/2 CIRCULO REDONDA 17 mm X 70 cm   UNIDAD,UNIDAD,I
33619,CANULA DE CARDIOPLEJIA RETROGRADA 14 FR   UNIDAD,UNIDAD,I
23363,PARTICULA PARA EMBOLIZACION PVA TERAPEUTICA VASCULAR 100 um  1 mL UNIDAD,UNIDAD,I
50681,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIETILENO TEREFTALATO (PET) DE 0.5 mL CON EDTA DIPOTASICO   UNIDAD,UNIDAD,I
17391,PRUEBA RAPIDA PARA HEPATITIS B ANTIGENO DE SUPERFICIE  1 DET UNIDAD,UNIDAD,I
33267,ELECTRODO DE BOLA DE 5 mm DE DIAMETRO X 13 cm   UNIDAD,UNIDAD,I
24028,OCLUSOR DE COMUNICACION INTERAURICULAR (CIA) Nº 22   UNIDAD,UNIDAD,I
46865,CLAVO CEFALO MEDULAR BLOQUEADO PARA FEMUR DE TITANIO 130° 11 mm X 240 mm UNIDAD,UNIDAD,I
54104,FRESA PARA CRANEOTOMO DE ACERO PARA PERFORACION TIPO CILINDRICA DE 5.0 mm - - UNIDAD,UNIDAD,I
18355,MALLA DE POLIPROPILENO DESCARTABLE 10 cm X 10 cm   UNIDAD,UNIDAD,I
38293,CK TOTAL  1 DET KIT,KIT,I
36569,HIDROQUINONA P.A.  500 g UNIDAD,UNIDAD,I
26952,APOSITO DE HIDROFIBRA 20cm X 30 cm CON CONCENTRADO DE PLATA 1.2%   UNIDAD,UNIDAD,I
26285,PLACA DE TITANIO TIPO LOCKING 20 AGUJEROS SISTEMA 2.0 mm   UNIDAD,UNIDAD,I
26967,TORNILLO CANULADO 3.5 mm x 30 mm   UNIDAD,UNIDAD,I
19088,MATRAZ ERLENMEYER DE VIDRIO BOROSILICATO X 1 L   UNIDAD,UNIDAD,I
39036,PLACA EN T 3.5 mm PARA RADIO DISTAL x 6 AGUJEROS   UNIDAD,UNIDAD,I
39215,PROTESIS DE CUPULA RADIAL   UNIDAD,UNIDAD,I
46268,SET DE DRENAJE  PERCUTANEO  12FR UNIDAD,UNIDAD,I
31751,MINIPLACA DE TITANIO L A LA IZQUIERDA 6 ORIFICIOS SISTEMA 1.6 mm   UNIDAD,UNIDAD,I
28804,PRUEBA RAPIDA PARA VIH  40 DET KIT,KIT,I
43353,HORMONA ESTRADIOL  100 DETERMINACIONES KIT,KIT,I
30265,CINTURON PELVICO SILECIANO   UNIDAD,UNIDAD,I
37396,ANTICUERPO ANTI CITOMEGALOVIRUS IgM  1 DET KIT,KIT,I
1924,CLARITROMICINA 250 mg/5 mL 50 mL SUSPENSION,SUSPENSION,M
33627,GUIA METALICA HIDROFILICA PUNTA RECTA 0.035 in X 1.80 m   UNIDAD,UNIDAD,I
