codigo_med,nombre_med,formaf,tipomed
35819,ESPIRAL PARA EMBOLIZACION ENDOVASCULAR 2 mm X 3 cm   UNIDAD,UNIDAD,I
32899,CLIP DE POLIMERO PARA CIRUGIA TAMAÑO XL   UNIDAD,UNIDAD,I
38694,SONDA DE ALIMENTACION DE POLIURETANO 6 FR   UNIDAD,UNIDAD,I
29277,FILTRO DIALIZADOR 1.1. m2   UNIDAD,UNIDAD,I
22570,MASCARA LARINGEA TIPO SUPREME DESCARTABLE Nº 5   UNIDAD,UNIDAD,I
4292,LACTULOSA 3.33 g/5 mL 200 mL SOLUCION,SOLUCION,M
45809,CONTENEDOR DE POLIPROPILENO DE BIOSEGURIDAD DE 4 L   UNIDAD,UNIDAD,I
12236,SUTURA NAILON AZUL MONOFILAMENTO 5/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm   UNIDAD,UNIDAD,I
48559,TELA NO TEJIDA PARA ESTERILIZACION  90 cm X 90 cm UNIDAD,UNIDAD,I
32198,GLICERINA USP  1 L SOLUCION,SOLUCION,I
35985,COLESTEROL LDL  1 DET KIT,KIT,I
21341,"EQUIPO DE IRRIGACION VESICAL "" Y"" DESCARTABLE   UNIDAD",UNIDAD,I
48074,DISCO DE SENSIBILIDAD DE CEFTAZIDIMA + AVIBACTAM 30 µg + 20 µg X 50 DISCOS UNIDAD,UNIDAD,I
42756,KIT PARA PRUEBA DEL ALIENTO CON [14C]-UREA PARA DIAGNOSTICO DE LA INFECCION POR HELICOBACTER PYLORI   UNIDAD,UNIDAD,I
4905,MORFINA SULFATO 30 mg  TABLETA,TABLETA,M
19499,ACETILCISTEINA 100 mg/5 mL 120 mL SOLUCION,SOLUCION,M
42415,LAMINA PORTA OBJETO BISELADA 26 mm X 75 mm  50 UNIDADES UNIDAD,UNIDAD,I
41083,SUJETADOR DE TELA TIPO VELCRO DESCARTABLE PARA TUBO DE TRAQUEOSTOMIA ADULTO   UNIDAD,UNIDAD,I
33008,PACK PARA ANALIZADOR HEMATOLOGICO CON 5 DIFERENCIAS X 500 PRUEBAS   UNIDAD,UNIDAD,I
19405,LEVETIRACETAM 500 mg  TABLETA,TABLETA,M
33814,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIPROPILENO 1 mL X 100   UNIDAD,UNIDAD,I
27795,INDICADOR QUIMICO EXTERNO DE ESTERILIZACION A VAPOR 18 mm X 50 m   UNIDAD,UNIDAD,I
29271,MICROPIPETA VOLUMEN VARIABLE 100 µL - 1000 µL   UNIDAD,UNIDAD,I
17583,MULTIBACILAR NIÑO (BLISTER)   TABLETA,TABLETA,M
28736,PUNTERA (TIPS) UNIVERSAL PARA PIPETA AUTOMATICA 100 µL - 1000 µL COLOR AZUL X 500   UNIDAD,UNIDAD,I
40955,ANTICUERPO ANTI HERPES VIRUS 2 IgG ELISA X 96 DETERMINACIONES   KIT,KIT,I
45258,DEPOSITO DE CARTON PARA DESCARTE DE MATERIAL PUNZOCORTANTE 1 L   UNIDAD,UNIDAD,I
31747,PUNTERA (TIPS) BLANCA 0.5 µL - 10 µL X 1000   UNIDAD,UNIDAD,I
33162,PLACA DE BLOQUEO PARA CALCANEO IZQUIERDO DE 8 AGUJEROS 1.5 mm X 60 mm   UNIDAD,UNIDAD,I
29111,PIEDRA ARKANSAS REDONDA   UNIDAD,UNIDAD,I
12413,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 1/2 CIRCULO REDONDA 20 mm X 75 cm   UNIDAD,UNIDAD,I
31590,BOTA DESCARTABLE   PAR,PAR,I
36284,TRIGLICERIDOS CINETICO  1 DET KIT,KIT,I
1001,BASILIXIMAB 20 mg 6 mL INYECTABLE,INYECTABLE,M
17567,"JERINGA DESCARTABLE 3 mL CON AGUJA 25 G X 5/8""   UNIDAD",UNIDAD,I
20336,CATETER PARA LINEA ARTERIAL Nº 20   UNIDAD,UNIDAD,I
20062,CLAVO SCHANZ ROSCA CENTRAL 3.5 mm X 25 cm   UNIDAD,UNIDAD,I
23089,JUEGO CIRCUITO CORRUGADO ADULTO DESCARTABLE PARA VENTILADOR MECANICO   UNIDAD,UNIDAD,I
42452,FACTOR REUMATOIDEO  DETERMINACIONES KIT,KIT,I
49295,DESINFECTANTE PEROXIDO DE HIDROGENO 5.8 - 6.4 % Y NITRATO DE PLATA 0.01%  1 L UNIDAD,UNIDAD,I
22166,RESINA FOTOCURABLE PARA MOLARES   KIT,KIT,I
4704,METILFENIDATO CLORHIDRATO 10 mg  TABLETA,TABLETA,M
42630,FRESA DE DIAMANTE DE ALTA VELOCIDAD GRANO GRUESO CONO INVERTIDO GRANDE   UNIDAD,UNIDAD,I
28587,TORNILLO CANULADO 7 mm X 75 mm   UNIDAD,UNIDAD,I
24342,COLESTEROL LDL DIRECTO AUTOMATIZADO  1 DET KIT,KIT,I
28120,CLIPS PARA LAPAROSCOPIA X 6   UNIDAD,UNIDAD,I
28399,DORZOLAMIDA (SOLUCION OFTALMICA) 20 mg/mL 15 mL SOLUCION,SOLUCION,M
25694,LENTE INTRAOCULAR DIOPTRIA 20.5 CAMARA POSTERIOR PLEGABLE 1 PIEZA   UNIDAD,UNIDAD,I
22976,SUTURA ACIDO POLIGLACTIN 3/0 C/A 3/8 CIRCULO CORTANTE 19 mm X 70 cm   UNIDAD,UNIDAD,I
33257,ANTISUERO ANTI SALMONELLA POLIVALENTE  3 mL KIT,KIT,I
23559,"KIT PARA CIRUJANO ( GORRO, MASCARA, BOTA, CHAQUETA, PANTALON) TALLA L   KIT",KIT,I
33265,TRANSDUCTOR DE PRESION INVASIVA PARA MONITOR MULTIPARAMETRO   UNIDAD,UNIDAD,I
46160,SENSOR DE LLENADO PARA MEDIR NIVEL DE SANGRE   UNIDAD,UNIDAD,I
23772,CLIP DE POLIMERO TIPO HEM - O - LOK  MLX6   UNIDAD,UNIDAD,I
24003,CANULA PARA TRAQUEOSTOMIA Nº 8 FENESTRADA CON BALON   UNIDAD,UNIDAD,I
49732,SACAROSA USP  X 1 kg UNIDAD,UNIDAD,I
38627,TUBO DE ALUMINIO PARA FIJACION EXTERNA 8 mm x 30 cm   UNIDAD,UNIDAD,I
10070,AGAR CITRATO SIMMONS  500 g UNIDAD,UNIDAD,I
50703,ESPONJA DE FIBRA GRUESA PARA LIMPIEZA DE DISPOSITIVOS MEDICOS 15 cm x 10 cm   UNIDAD,UNIDAD,I
30697,TIRA REACTIVA PARA GLUCOSA EN SANGRE CON LANCETA   UNIDAD,UNIDAD,I
17040,SONDA VESICAL TIPO FOLEY 2 VIAS DE SILICONA DE LARGA PERMANENCIA N° 18   UNIDAD,UNIDAD,I
30257,ARTICULACION DE RODILLA MODELO 3R-17   UNIDAD,UNIDAD,I
6573,ZIDOVUDINA 300 mg  TABLETA,TABLETA,M
22992,SUTURA SEDA NEGRA TRENZADA 4/0 C/A 1/2 CIRCULO REDONDA 15 mm X 75 cm   UNIDAD,UNIDAD,I
42295,MALLA DE TITANIO PARA PISO DE ORBITA 03 mm x 35 mm x 45 mm   UNIDAD,UNIDAD,I
4169,ISONIAZIDA 300 mg  TABLETA,TABLETA,M
20335,CATETER ARTERIAL RADIAL Nº 18 G   UNIDAD,UNIDAD,I
34369,PROTESIS BIPOLAR DE CADERA   UNIDAD,UNIDAD,I
23193,OXIDO DE ZINC  454 g (1 lb) UNIDAD,UNIDAD,I
39338,CHAQUETA Y PANTALON DESCARTABLE TALLA S   UNIDAD,UNIDAD,I
24231,MINIPLACA DE TITANIO RECTA 20 AGUJEROS X 2.0 mm   UNIDAD,UNIDAD,I
30112,MASCARILLA DESCARTABLE CON 3 PLIEGUES PARA PROTEGER DE POLVOS   UNIDAD,UNIDAD,I
35684,BRAZALETE DE IDENTIFICACION ADULTO COLOR ROJO   UNIDAD,UNIDAD,I
12801,"VENDA DE YESO 8"" X 5 yd   UNIDAD",UNIDAD,I
24256,"AGUJA FISTULA ARTERIAL VENOSA Nº 16 G X 1""   UNIDAD",UNIDAD,I
26764,DISCO DE SENSIBILIDAD DE CLARITROMICINA 15 ug 50 DISCOS UNIDAD,UNIDAD,I
32706,ESFERA REFLECTORA PARA NEURONAVEGADOR   UNIDAD,UNIDAD,I
41974,GRUPO SANGUINEO GLOBULAR ABO RH Y COOMBS DIRECTO   UNIDAD,UNIDAD,I
33868,SET DE PUNCION PARA ACCESO VASCULAR X 3 PIEZAS   UNIDAD,UNIDAD,I
33421,MUSLERA CON PRETINA ELASTICA TALLA N° 4   UNIDAD,UNIDAD,I
29490,FRESA DE DIAMANTE DE ALTA VELOCIDAD CILINDRICA MEDIANA   UNIDAD,UNIDAD,I
26532,GUANTE QUIRURGICO ESTERIL DESCARTABLE ANTIVIRICO N° 7   PAR,PAR,I
25860,TUBO ENDOTRAQUEAL DESCARTABLE Nº 4.0 SIN BALON   UNIDAD,UNIDAD,I
18786,LENTE INTRAOCULAR DIOPTRIA 22.5 CAMARA POSTERIOR NO PLEGABLE 3 PIEZAS   UNIDAD,UNIDAD,I
2381,CODEINA FOSFATO 30 mg/mL 2 mL INYECTABLE,INYECTABLE,M
38612,TUBO DE BOMBA C/3 ENTRADAS PARA FRASCOS DE RESERVA PARA INYECTOR DE TOMOGRAFO ESPIRAL MULTICORTE   UNIDAD,UNIDAD,I
34122,PROTECTOR OCULAR DE PLASTICO DESCARTABLE TRANSPARENTE ADULTO   UNIDAD,UNIDAD,I
36076,APOSITO DE ESPUMA (POLIURETANO) CON PLATA IONICA 1.2 % CON HIDROFIBRA (CARBOXIMETILCELULOSA SODICA) 9 cm X 15 cm   UNIDAD,UNIDAD,I
20032,ALAMBRE PARA CERCLAJE 1.2 mm X 1 m   UNIDAD,UNIDAD,I
19274,"AGAR MIO (MOVILIDAD, INDOL Y ORNITINA)  500 g UNIDAD",UNIDAD,I
8020,ANHIDRIDO CARBONICO  1 Kg GAS,GAS,M
29851,SET COMPLETO DESCARTABLE SISTEMA JAKSON REES PEDIATRICO PARA EQUIPO DE ANESTESIA   UNIDAD,UNIDAD,I
15893,CLAVO SCHANZ PUNTA ROSCA CORTA 4.0 mm X 25 cm   UNIDAD,UNIDAD,I
19898,BOLSA PARA NUTRICION ENTERAL X 500 mL   UNIDAD,UNIDAD,I
29882,AGUJA KIRSCHNER 1.8 mm X 300 mm   UNIDAD,UNIDAD,I
34565,SET DE MATERIAL INTRODUCTOR DE CATETER FEMORAL 7 FR X 11 cm   UNIDAD,UNIDAD,I
23096,IONOMERO DE VIDRIO AUTOCURABLE PARA BASE (POLVO-LIQUIDO 10 g/15 mL)   KIT,KIT,I
51226,SOLUCION PARA HEMODIALISIS CON BICARBONATO  4.39 L SOLUCION,SOLUCION,M
28170,HOJA DESCARTABLE Nº 3 PARA VIDEO LARINGOSCOPIO   UNIDAD,UNIDAD,I
21628,DESHIDROGENASA LACTICA  1 DET KIT,KIT,I
41214,PINZA DE BIOPSIA PARA ENDOSCOPIA ALTA SIN AGUJA X 180 cm DE LONGITUD DESCARTABLE  UNIDAD UNIDAD,UNIDAD,I
52754,OLAPARIB 150 mg  TABLETA,TABLETA,M
882,ARTEMETERO + LUMEFANTRINA 20 mg + 120 mg  TABLETA,TABLETA,M
47714,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIETILENO TEREFTALATO (PET) DE 3 mL CON EDTA   UNIDAD,UNIDAD,I
42523,PUNTA DESCARTABLE DE RADIOFRECUENCIA 90º X 13 cm   UNIDAD,UNIDAD,I
23477,LINEA PARA BOMBA DE INFUSION CON BURETA PARA BOMBA PLUM E 5000/XL   UNIDAD,UNIDAD,I
38382,SONDA NASOGASTRICA DE SILICONA Nº 12   UNIDAD,UNIDAD,I
20956,HOJA SHAVER Nº 4.2 mm   UNIDAD,UNIDAD,I
36328,CANULA DE CARDIOPLEJIA ANTEROGRADA AORTICA 5 FR   UNIDAD,UNIDAD,I
23090,JUEGO CIRCUITO CORRUGADO NEONATAL DESCARTABLE PARA VENTILADOR MECANICO   UNIDAD,UNIDAD,I
23240,BROCA 1.5 mm X 100 mm   UNIDAD,UNIDAD,I
48966,DIQUE DE GOMA LATEX PURO 5 in X 5 in   UNIDAD,UNIDAD,I
18952,INSPIROMETRO INCENTIVO PARA TERAPIA RESPIRATORIA   UNIDAD,UNIDAD,I
27490,"PELICULA RADIOGRAFICA SENSIBLE AL VERDE 14"" X 17"" X 100   UNIDAD",UNIDAD,I
21233,BICARBONATO DE SODIO  1 g POLVO,POLVO,I
21652,FACTOR VIII DE COAGULACION HUMANA 250 UI  INYECTABLE,INYECTABLE,M
37130,AGUJA PARA BIOPSIA CON TROCAR 18 G X 16 cm   UNIDAD,UNIDAD,I
32106,KIT DE ESPUMA DE POLIURETANO PARA PRESION NEGATIVA 3 cm X 12.5 cm X 20 cm   KIT,KIT,I
38856,DISCO DE ACIDO BORONICO 300 µg x 50 DISCOS   UNIDAD,UNIDAD,I
28041,TROCAR PARA CIRUGIA LAPAROSCOPICA DE 11 mm DE DIAMETRO   UNIDAD,UNIDAD,I
15431,CATETER ARTERIAL RADIAL Nº 22 G   UNIDAD,UNIDAD,I
36537,KIT DE ABLACION POR RADIOFRECUENCIA X 6 PIEZAS   UNIDAD,UNIDAD,I
40410,CATETER BALON PARA ANGIOPLASTIA CORONARIA 4.0 mm x 20 mm   UNIDAD,UNIDAD,I
39105,FUNDA DESCARTABLE PARA MESA DE MAYO 1.50 m x 80 cm   UNIDAD,UNIDAD,I
35611,AMILASA  1 DET KIT,KIT,I
39241,ELECTRODO DESCARTABLE TIPO CORKSCREW DE 0.60 mm x 1.2 m PARA MONITOREO INTRAOPERATORIO   UNIDAD,UNIDAD,I
49416,PAPEL PARA ELECTROCARDIOGRAMA 110 mm X 140 mm  X 150 HOJAS UNIDAD,UNIDAD,I
5265,PACLITAXEL 30 mg 5 mL INYECTABLE,INYECTABLE,M
35153,SUTURA SEDA NEGRA TRENZADA 7/0 C/DOBLE AGUJA ESPATULADA 3/8 DE 6.5 cm X 45 cm   UNIDAD,UNIDAD,I
29634,PAÑAL DESCARTABLE TIPO CALZON PARA ADULTO TALLA L   UNIDAD,UNIDAD,I
24713,SUTURA DE ACERO INOXIDABLE MONOFILAMENTO 5 C/A 1/2 CIRCULO CORTANTE 48 mm X 45 cm   UNIDAD,UNIDAD,I
22920,PARAMONOCLOROFENOL ALCANFORADO LIQUIDO  20 mL UNIDAD,UNIDAD,I
26363,PACLITAXEL 100 mg 16.7 mL INYECTABLE,INYECTABLE,M
12557,TORNILLO CORTICAL 4.5 mm X 20 mm   UNIDAD,UNIDAD,I
25353,TORNILLO DE BLOQUEO 3.5 mm X 20 mm   UNIDAD,UNIDAD,I
19362,MANDIL QUIRURGICO ESTERIL DESCARTABLE TALLA L   UNIDAD,UNIDAD,I
40773,ELEVADOR Y MANIPULADOR UTERINO 40 mm DESCARTABLE   UNIDAD,UNIDAD,I
19345,TIGECICLINA 50 mg  INYECTABLE,INYECTABLE,M
21028,TORNILLO ESPONJOSO 3.5 mm X 30 mm   UNIDAD,UNIDAD,I
11910,SONDA RECTAL N° 32 F   UNIDAD,UNIDAD,I
34375,MICOFENOLATO DE SODIO 360 mg  TABLETA,TABLETA,M
36638,DIETANOLAMIDA DE ACIDO GRASO DE COCO USP  1 Kg UNIDAD,UNIDAD,I
32846,ADHESIVO TISULAR 0.5 mg   UNIDAD,UNIDAD,I
3774,GLIMEPIRIDA 4 mg  TABLETA,TABLETA,M
30467,GUANTE QUIRURGICO ESTERIL DESCARTABLE ANTIVIRICO N° 8   PAR,PAR,I
4853,MITOMICINA 20 mg  INYECTABLE,INYECTABLE,M
37331,FRESA DE CARBURO TUNGSTENO DE ALTA VELOCIDAD TRONCO CONICA MEDIANA   UNIDAD,UNIDAD,I
25103,HEMOGRAMA AUTOMATIZADO DIFERENCIAL 5 ESTIRPES  1 DET KIT,KIT,I
45667,CATETER PERCUTANEO DOBLE LUMEN CON INTRODUCTOR PELABLE 2 FR X 30 cm   UNIDAD,UNIDAD,I
19507,PUNZON PERFORADOR PARA CONEXION A FRASCO   UNIDAD,UNIDAD,I
24358,"MINIPLACA DE TITANIO FORMA ""Y"" 6 ORIFICIOS SISTEMA 1.5 mm   UNIDAD",UNIDAD,I
11555,PELICULA RADIOGRAFICA PERIAPICAL PARA NIÑO   UNIDAD,UNIDAD,I
22687,METOTREXATO 500 mg  INYECTABLE,INYECTABLE,M
34807,FRESA QUIRURGICA PARA HUESO   UNIDAD,UNIDAD,I
28389,NUTRIENTE ELEMENTAL ESPECIALIZADO CON GLUTAMINA  76 g POLVO,POLVO,I
20144,PAPEL CREPADO 120 cm X 120 cm   UNIDAD,UNIDAD,I
16567,GUANTE DESCARTABLE PARA EXAMEN Nº 7 1/2 (PAR)   UNIDAD,UNIDAD,I
27723,SUTURA DE POLIPROPILENO AZUL MONOFILAMENTO 6/0 C/2A 3/8 CIRCULO REDONDA 9.3 mm X 75 cm   UNIDAD,UNIDAD,I
27648,INJERTO OSEO ESPONJOSO X 5 mL   UNIDAD,UNIDAD,I
42554,MEDIO PARA HEMOCULTIVO AEROBICO PEDIATRICO AUTOMATIZADO EN FRASCO  UNIDAD UNIDAD,UNIDAD,I
46436,RUBEOLA IGM AUTOMATIZADO  DETERMINACION UNIDAD,UNIDAD,I
11969,SUTURA NAILON AZUL MONOFILAMENTO 4/0 C/A 3/8 CiRCULO CORTANTE 25 mm X 45 cm	   UNIDAD,UNIDAD,I
22455,SUTURA SEDA NEGRA TRENZADA 4/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 75 cm   UNIDAD,UNIDAD,I
30042,PINZA DE BIOPSIA PARA COLONOSCOPIO   UNIDAD,UNIDAD,I
37467,CAMPO QUIRURGICO ESTERIL DESCARTABLE 1.00 m X 1.00 m   UNIDAD,UNIDAD,I
45094,PROTESIS VALVULAR AORTICA EXPANDIBLE TRANSCATETER TRANSFEMORAL 34 mm   UNIDAD,UNIDAD,I
50930,TORNILLO DE BLOQUEO 2.7 mm X 28 mm   UNIDAD,UNIDAD,I
5916,NITROPRUSIATO SODICO 10 mg/mL 5 mL INYECTABLE,INYECTABLE,M
54559,ANTICUERPO ANTI HELICOBACTER PYLORI IgA ELISA - X DET N/A,UNIDAD,I
42953,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIPROPILENO DE 3ML CON EDTA DIPOTASICO  X 100 UNIDAD,UNIDAD,I
30501,CLAVO SCHANZ 5.0 mm X 250 mm   UNIDAD,UNIDAD,I
6357,TROPICAMIDA (SOLUCION OFTALMICA) 10 mg/mL (1 %) 15 mL SOLUCION,SOLUCION,M
30623,TARJETA DE TIPIFICACION DE GRUPO SANGUINEO EN GEL ABO - RH   UNIDAD,UNIDAD,I
29240,CANULA ENDOLUMINAL (STENT) CORONARIA DE METAL MEDICADA 3.0 mm X 24 mm   UNIDAD,UNIDAD,I
34841,CATETER GUIA PARA EMBOLIZACION 5 FR X 110 cm   UNIDAD,UNIDAD,I
3570,FILGRASTIM 30 000 000 UI/mL (300 µg/mL) 1 mL INYECTABLE,INYECTABLE,M
4394,LIDOCAINA CLORHIDRATO + EPINEFRINA 20 mg + 10 ug/mL 1.8 mL INYECTABLE,INYECTABLE,M
24785,CANULA VENOSA ANGULADA Nº 24   UNIDAD,UNIDAD,I
36563,PARTICULAS PARA EMBOLIZACION 300 - 500 µm   UNIDAD,UNIDAD,I
19816,JERINGA DESCARTABLE CON PICO EXCENTRICO SIN ROSCA 20 mL   UNIDAD,UNIDAD,I
28524,LINEA DE EXTENSION OPACA PARA BOMBA DE INFUSION DE JERINGA   UNIDAD,UNIDAD,I
25869,INTERFERON BETA 1A 132 ug 1.5 mL INYECTABLE,INYECTABLE,M
6478,VENLAFAXINA 75 mg  TABLETA,TABLETA,M
10073,AGAR TRIPTICASA SOYA (TSA)  500 g UNIDAD,UNIDAD,I
27338,PLACA DE RECONSTRUCCION MANDIBULAR ANGULADA FORMA EN L 6 AGUJEROS X 21 AGUJEROS X 2.0 mm DERECHA   UNIDAD,UNIDAD,I
31714,SISTEMA DE FIJACION CON SUSPENSION CORTICAL AJUSTABLE DE LIGAMENTO CRUZADO ANTERIOR   UNIDAD,UNIDAD,I
4187,KETAMINA (COMO CLORHIDRATO) 50 mg/mL 10 mL INYECTABLE,INYECTABLE,M
12536,TORNILLO CORTICAL 3.5 mm X 12 mm   UNIDAD,UNIDAD,I
39305,FORTIFICADOR DE LECHE MATERNA x 5 mL x 100   UNIDAD,UNIDAD,I
25791,CAMPO QUIRURGICO DESCARTABLE 45 cm X 45 cm   UNIDAD,UNIDAD,I
26033,HOJA DE SIERRA 31 mm X 10 mm X 0.38 mm PARA SIERRA SAGITAL   UNIDAD,UNIDAD,I
47225,REACTIVO ANTI COAGULANTE LUPICO  1 DET KIT,KIT,I
5167,ORFENADRINA CITRATO 100 mg  TABLETA,TABLETA,M
23029,PEROXIDO DE HIDROGENO P.A. 30 % 1 L SOLUCION,SOLUCION,I
28790,COLORANTE WRIGHT  500 ml SOLUCION,SOLUCION,I
40649,PLACA LCP DE 4 AGUJEROS 2.7/3.5 mm PARA CLAVICULA DISTAL   UNIDAD,UNIDAD,I
20100,ALAMBRE GUIA CHOICE 0.014 mm X 182 cm   UNIDAD,UNIDAD,I
24344,REACTIVO DE FOSFATASA ALCALINA AUTOMATIZADA  1 DET KIT,KIT,I
23353,CAMPO QUIRURGICO ESTERIL DESCARTABLE 70 cm X 70 cm   UNIDAD,UNIDAD,I
26083,DISCO DE SENSIBILIDAD DE MEROPENEM 30 ug 50 DISCOS UNIDAD,UNIDAD,I
21281,ESPECULO GRAVES MEDIANO   UNIDAD,UNIDAD,I
43115,LINEA DE SANGRE PARA HEMODIALISIS Y HEMODIAFILTRACION LONGITUD LINEA ARTERIAL 3390 mm VENOSA 2815 mm   UNIDAD,UNIDAD,I
3011,DORNASA ALFA 2500 U(2.5 mg)/100 mL 2.5 mL SOLUCION,SOLUCION,M
20878,SUTURA ACIDO POLIGLICOLICO 6/0 C/2A 1/4 CIRCULO ESPATULADA 8 mm X 45 cm   UNIDAD,UNIDAD,I
36677,MANGA DE POLIETILENO TRANSPARENTE DE 3.5 µm X 22 cm X 500 m   UNIDAD,UNIDAD,I
27493,BROCA 2.5 mm X 120 mm   UNIDAD,UNIDAD,I
55373,ANTICUERPO ANTI EPSTEIN BARR VIRUS- ANTIGENO TEMPRANO IgG QUIMIOLUMINICENCIA - X DET UNIDAD,UNIDAD,I
39896,CATETER DE DIAGNOSTICO CUADRUPOLAR 5 FR x 120 cm   UNIDAD,UNIDAD,I
29953,KIT DE 1 JERINGA INSUFLADORA 20 mL ALTA PRESION + ROTADOR   KIT,KIT,I
50614,SET ACIDO REVELADOR AUTOMATICO PARA 40 L   UNIDAD,UNIDAD,I
28473,LIMAS SET PARA ENDODONCIA Nº 8 DE 21 mm X 6   UNIDAD,UNIDAD,I
12016,SUTURA CATGUT CROMICO 2/0 C/A 1/2 CIRCULO REDONDA 25 mm X 70 cm   UNIDAD,UNIDAD,I
31709,SOLUCIONES PARA NUTRICION PARENTERAL PEDIATRICO  2 L INYECTABLE,INYECTABLE,M
12781,VASELINA LIQUIDA  1 L SOLUCION,SOLUCION,I
24085,"CATETER ENDOVENOSO PERIFERICO Nº 24 G X 3/4"" CON ADAPTADOR EN Y   UNIDAD",UNIDAD,I
37445,BOLSA DE EXTRACCION DE ESPECIMEN DESCARTABLE PARA PUERTO DE 12 mm DE DIAMETRO   UNIDAD,UNIDAD,I
45043,OCLUSOR PERCUTANEO PARA DEFECTO SEPTAL MULTIFUNCIONAL 5 mm X 3 mm   UNIDAD,UNIDAD,I
22197,OBTURADOR DESCARTABLE PARA PROLONGADOR DEL SISTEMA DE DIALISIS PERITONEAL   UNIDAD,UNIDAD,I
42152,ELECTRODO DE ESPATULA PARA ELECTROBISTURI  UNIDAD UNIDAD,UNIDAD,I
51195,SET DE CATETER DE DRENAJE MULTIPROPOSITO 10 FR X 25 cm   UNIDAD,UNIDAD,I
41157,PLACA LCP DE 6 AGUJEROS X 3.5 mm PARA TIBIA PROXIMAL LATERAL   UNIDAD,UNIDAD,I
19868,CERA PARA HUESOS  2.5 g UNIDAD,UNIDAD,I
6480,VERAPAMILO CLORHIDRATO 2.5 mg/mL 2 mL INYECTABLE,INYECTABLE,M
6038,TAMOXIFENO CITRATO 20 mg  TABLETA,TABLETA,M
18714,"AGUJA PARA EXTRACCION MULTIPLE AL VACIO 20 G X 1""   UNIDAD",UNIDAD,I
18377,MEMANTINA 10 mg  TABLETA,TABLETA,M
24185,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIPROPILENO DE 3 mL CON EDTA TRIPOTASICO   UNIDAD,UNIDAD,I
31378,ALGODON EN TORUNDA X 100   UNIDAD,UNIDAD,I
16286,"TUBO DE DRENAJE PEN ROSE 3/4"" X 18""   UNIDAD",UNIDAD,I
49028,RETRACTOR DE HERIDAS DESCARTABLE   UNIDAD,UNIDAD,I
31027,TUBO DE TRAQUEOSTOMIA FENESTRADO Nº 7 SIN BALON   UNIDAD,UNIDAD,I
36776,FRESA DE DIAMANTE DE ALTA VELOCIDAD CONO INVERTIDO Nº 12   UNIDAD,UNIDAD,I
37708,"DIQUE DE GOMA LATEX PURO 5"" X 5"" X 52   UNIDAD",UNIDAD,I
26908,SUTURA DE POLIDIOXANONA 2/0 C/A 1/2 CIRCULO REDONDA 30 mm X 70 cm   UNIDAD,UNIDAD,I
10367,BOLSA DE COLOSTOMIA ADULTO   UNIDAD,UNIDAD,I
26364,VINCRISTINA SULFATO 1 mg  INYECTABLE,INYECTABLE,M
30933,TORNILLO LCP PARA S.T.A.R. AUTORROSCANTE 3.5 mm X 40 mm   UNIDAD,UNIDAD,I
3397,COMPLEJO DE FACTOR IX CONCENTRADO 500 UI  INYECTABLE,INYECTABLE,M
42974,ANTICUERPO MONOCLONAL PARA CROMOGRANINA A  7 mL UNIDAD,UNIDAD,I
10284,ANTISUERO ANTI E. COLI ENTEROPATOGENA C POLIVALENTE  10 mL SOLUCION,SOLUCION,I
40034,PLACA DE OSTEOSINTESIS PARA TIBIA PROXIMAL CON SISTEMA PARA TORNILLOS DE BLOQUEO   UNIDAD,UNIDAD,I
22621,OVOIDE DE JEBE TRANSVERSO 40 mm X 19 mm X 26 mm   UNIDAD,UNIDAD,I
26663,DETERGENTE ENZIMATICO CON 4 ENZIMAS  4 L UNIDAD,UNIDAD,I
19517,SOLUCION TURK  250 mL SOLUCION,SOLUCION,I
49674,FORMULA MODULAR PROTEICA LIQUIDA CON VITAMINAS X 900 mL   SOLUCION,SOLUCION,M
37900,CASSETTE DESCARTABLE DE RIEGO ACTIVO FMS PARA FACOEMULSIFICACION PUNTA BISELADA 0.9 mm ABS 45° CENTURION   UNIDAD,UNIDAD,I
17689,TRASTUZUMAB 440 mg ó 420 mg (21 mg/mL) 20 mL INYECTABLE,INYECTABLE,M
39854,SUTURA DE POLIETILENO MONOFILAMENTO 2 C/A 1/2 CIRCULO CORTANTE 25.9 mm x 100 cm   UNIDAD,UNIDAD,I
39050,SET DE CATETER DE DRENAJE MULTIPROPOSITO 10.2 FR x 25 cm   SET,SET,I
20219,KIT DE RECUPERADOR SANGUINEO DESCARTABLE   KIT,KIT,I
4567,MANITOL 20 g/100 mL (20 %) 500 mL INYECTABLE,INYECTABLE,M
22307,PAPEL CREPADO 90 cm X 90 cm X 250 UNIDADES   UNIDAD,UNIDAD,I
34212,ESPONJA LIMPIADORA DE ELECTRODO PARA LAPIZ DE ELECTROBISTURI DE 4.5 cm X 4.5 cm   UNIDAD,UNIDAD,I
